datetime, Max, Min, Average
11/01/2016 00, , , , 
11/27/2016 14, 54.2000007629, 40, 43.959259598348154, 
11/27/2016 15, 55.2000007629, 38.7999992371, 43.340740839644454, 
11/27/2016 16, 47, 38.5, 42.231372534062736, 
11/27/2016 17, 47.7000007629, 41.2999992371, 44.461224458651024, 
11/27/2016 18, 49.7999992371, 44.7999992371, 47.31304342851306, 
11/27/2016 19, 53.0999984741, 47.4000015259, 50.475510266363266, 
11/27/2016 20, 53.9000015259, 49.0999984741, 51.486792366456584, 
11/27/2016 21, 54.2999992371, 47, 50.12500007947292, 
11/27/2016 22, 54.2999992371, 45, 47.03541660309374, 
11/27/2016 23, 49, 45.7000007629, 46.990195928825486, 
11/28/2016 00, 64.8000030518, 42.5999984741, 45.21960793290001, 
11/28/2016 01, 46, 39.7999992371, 42.42857127287347, 
11/28/2016 02, 41.2000007629, 38.2000007629, 39.7367349741306, 
11/28/2016 03, 38.9000015259, 34.7000007629, 36.99761899312381, 
11/28/2016 09, 44.5999984741, 39.7999992371, 41.63571439470714, 
11/28/2016 10, 91.1999969482, 37, 43.079999923706, 
11/28/2016 11, 43.0999984741, 33, 37.99607826681372, 
11/28/2016 12, 48.7999992371, 25.5, 30.171428719334685, 
11/28/2016 13, 29, 21.7000007629, 24.994000015256002, 
11/28/2016 14, 37.4000015259, 22.5, 28.514000129704, 
11/28/2016 15, 54.7999992371, 31.2999992371, 36.433333198235424, 
11/28/2016 16, 51.9000015259, 40.5999984741, 45.45531910024469, 
11/28/2016 17, 52.5999984741, 40.9000015259, 45.62291646003542, 
11/28/2016 18, 47.2999992371, 40.0999984741, 42.544898052602036, 
11/28/2016 19, 47.5999984741, 39.4000015259, 42.4062500794771, 
11/28/2016 20, 52.9000015259, 42.5, 45.11200004578202, 
11/28/2016 21, 50.9000015259, 42.7000007629, 44.45306131791225, 
11/28/2016 22, 46.7999992371, 41.4000015259, 43.86862743601764, 
11/28/2016 23, 51.2000007629, 44, 46.79019613827059, 
11/29/2016 00, 47.7999992371, 43.7999992371, 45.314583381020846, 
11/29/2016 01, 56.0999984741, 42.0999984741, 44.85294117647255, 
11/29/2016 02, 46.2000007629, 42.7000007629, 43.72222211626668, 
11/29/2016 09, 62.0999984741, 50.5, 52.83333312139443, 
11/29/2016 10, 61, 46.2999992371, 50.68599990845201, 
11/29/2016 11, 61.2000007629, 39.5, 46.43599990844399, 
11/29/2016 12, 57.7999992371, 31.6000003815, 44.437999954220004, 
11/29/2016 13, 32.7999992371, 19, 25.3749999602625, 
11/29/2016 14, 42.7000007629, 16.1000003815, 30.077777862544437, 
11/29/2016 15, 52.7999992371, 33.2000007629, 40.865999908452004, 
11/29/2016 16, 53, 37.0999984741, 44.581999816896015, 
11/29/2016 17, 90.0999984741, 36.5999984741, 48.957142966128565, 
11/29/2016 18, 74.5999984741, 56.0999984741, 65.0510204081633, 
11/29/2016 19, 78.3000030518, 57, 68.04166642824167, 
11/29/2016 20, 82.6999969482, 43.5999984741, 66.46874999999999, 
11/29/2016 21, 65.5, 44.2000007629, 49.61041673024584, 
11/29/2016 22, 66.4000015259, 44.2000007629, 56.023404304014896, 
11/29/2016 23, 62, 43.5, 53.74583323796875, 
11/30/2016 00, 60.2000007629, 42.7000007629, 48.60999984740799, 
11/30/2016 01, 59.2999992371, 38.5, 49.636734709448966, 
11/30/2016 02, 55.7000007629, 36.9000015259, 43.63846169985577, 
11/30/2016 03, 59.5, 42.2000007629, 48.067307618948085, 
11/30/2016 04, 67.5999984741, 54, 59.926414849622645, 
11/30/2016 05, 75.3000030518, 57, 65.74516074887418, 
11/30/2016 09, 112.699996948, -999, 40.02777777779445, 
11/30/2016 10, 161.399993896, 108.5, 122.9470585841569, 
11/30/2016 11, 172.199996948, 92.1999969482, 116.59999971971631, 
11/30/2016 12, 128.899993896, 27.3999996185, 63.52857149862245, 
11/30/2016 13, 40.9000015259, 21.2000007629, 27.846666908253336, 
11/30/2016 15, 39.5, 25.7000007629, 29.881818424572728, 
11/30/2016 16, 31.5, 21.8999996185, 26.023333358763335, 
11/30/2016 17, 40.0999984741, 24.5, 31.629999828335, 
11/30/2016 18, 30.1000003815, 16, 22.220000076291658, 
11/30/2016 19, 22.6000003815, 15.3000001907, 19.65166665713833, 
11/30/2016 20, 71.3000030518, 20.2999992371, 33.67166659037834, 
11/30/2016 21, 94.3000030518, 19.8999996185, 33.66166687012501, 
11/30/2016 22, 30.2000007629, 19.3999996185, 24.59499994915, 
11/30/2016 23, 30.3999996185, 27.5, 28.706666819253332, 
12/01/2016 03, 100.800003052, -999, -84.79999923701668, 
12/01/2016 04, 123.099998474, 66.9000015259, 85.87166748047997, 
12/01/2016 05, 104, 53.9000015259, 75.93999996185165, 
12/01/2016 06, 83.6999969482, 39.2000007629, 52.90999991098499, 
12/01/2016 07, 60.7999992371, 35, 43.296666717529995, 
12/01/2016 08, 52, 25.8999996185, 31.10166664123666, 
12/01/2016 09, 87.0999984741, -999, 7.367272983896363, 
12/01/2016 10, 71.6999969482, 37.4000015259, 48.803389533088136, 
12/01/2016 11, 69.4000015259, 48.7999992371, 53.61499983469668, 
12/01/2016 12, 62.5999984741, 51, 56.311363480302276, 
12/01/2016 18, 66.0999984741, 56.7000007629, 59.951612903225794, 
12/01/2016 19, 78.3000030518, 55.2999992371, 61.91666666667335, 
12/01/2016 20, 74.4000015259, 57.7999992371, 65.55833346049333, 
12/01/2016 21, 85.1999969482, 56.5999984741, 74.83333333333664, 
12/01/2016 22, 79.4000015259, 57.7999992371, 67.83000017801999, 
