datetime, Max, Min, Average
01/07/2017 11, 560.400024414, 62.2999992371, 91.66333351134166, 
01/07/2017 12, 75.0999984741, 22.3999996185, 49.42166659037333, 
01/07/2017 13, 68.0999984741, 22.5, 30.424999872844992, 
01/07/2017 14, 66.8000030518, 29.3999996185, 37.361666647590006, 
01/07/2017 15, 82.9000015259, 40.0999984741, 48.76440688310848, 
01/07/2017 16, 60.5999984741, 38.5, 45.59666671753, 
01/07/2017 17, 56.9000015259, 39, 48.54833342234333, 
01/07/2017 18, 106.199996948, 50.5, 63.43695673735435, 
01/07/2017 19, 185.100006104, 52.7000007629, 69.95636367798181, 
01/07/2017 20, 68.0999984741, 40.2000007629, 47.78333339690999, 
01/07/2017 21, 94.0999984741, 43.5999984741, 54.825, 
01/07/2017 22, 71.3000030518, 56.7999992371, 62.91500008900665, 
01/07/2017 23, 83.5999984741, 52.5, 65.31000035604501, 
01/08/2017 00, 57.9000015259, 43.0999984741, 49.39499988556, 
01/08/2017 01, 72.1999969482, 46.2000007629, 57.026666768395, 
01/08/2017 02, 69.1999969482, 62.4000015259, 65.59166692098331, 
01/08/2017 03, 72.5, 57.4000015259, 64.01666666666831, 
01/08/2017 04, 84.9000015259, 58.7000007629, 74.91833324431998, 
01/08/2017 05, 120.199996948, 83.6999969482, 96.95833320616501, 
01/08/2017 06, 133.600006104, 109.599998474, 117.42999992370004, 
01/08/2017 07, 173.600006104, 118.599998474, 142.32500050866668, 
01/08/2017 08, 211, 156.5, 182.55166676840003, 
01/08/2017 09, 191.800003052, 137.800003052, 151.89000116993338, 
01/08/2017 10, 201.100006104, 101.099998474, 135.03166656493332, 
01/08/2017 11, 112.699996948, 81, 93.81666679383332, 
01/08/2017 12, 98.5, 31.7000007629, 64.37833347320499, 
01/08/2017 13, 87.9000015259, 27.8999996185, 36.4116666158, 
01/08/2017 14, 128.5, 28.7999992371, 36.399999745688326, 
01/08/2017 15, 53.2000007629, 30.2000007629, 36.22571405683142, 
01/08/2017 16, 59, 32.9000015259, 41.67166671753501, 
01/08/2017 17, 75.0999984741, 51.7999992371, 59.46333306630502, 
01/08/2017 18, 110, 53.7999992371, 73.41833343506501, 
01/08/2017 19, 93.4000015259, 65.6999969482, 76.31999994913667, 
01/08/2017 20, 84.5999984741, 53.0999984741, 66.12833347320502, 
01/08/2017 21, 69.3000030518, 50.4000015259, 58.121666971841655, 
01/08/2017 22, 83.6999969482, 45.5, 57.514999961855, 
01/08/2017 23, 96.0999984741, 43.7999992371, 60.14666659037002, 
01/09/2017 00, 107, 82.5999984741, 94.84523845854763, 
01/09/2017 01, 91.6999969482, 79.3000030518, 83.98166643778168, 
01/09/2017 02, 91.6999969482, 77.9000015259, 82.59166615803332, 
01/09/2017 03, 86, 70.6999969482, 76.72166671753003, 
01/09/2017 04, 89.1999969482, 76, 80.79500020345336, 
01/09/2017 05, 102.400001526, 74.5, 81.94666659037331, 
01/09/2017 06, 129, 83.0999984741, 102.7333334605, 
01/09/2017 07, 159.100006104, 117, 133.6216657002, 
01/09/2017 08, 186.300003052, 155.300003052, 169.99999974566668, 
01/09/2017 09, 291.899993896, 143.800003052, 163.08500061040002, 
01/09/2017 10, 247.600006104, 147.5, 166.2083335876666, 
01/09/2017 11, 199.100006104, 104.599998474, 135.3833335876667, 
01/09/2017 12, 112.800003052, 42.2999992371, 76.64333356221832, 
01/09/2017 13, 160.699996948, 27.7000007629, 37.714999898268346, 
01/09/2017 14, 56.5999984741, 27.7000007629, 36.99500004450167, 
01/09/2017 15, 49.0999984741, 30.8999996185, 36.82999986012165, 
01/09/2017 16, 70.1999969482, 37.5999984741, 52.093333371474976, 
01/09/2017 17, 118, 59.2999992371, 73.088333511355, 
01/09/2017 18, 153.800003052, 76.5999984741, 94.96379299820693, 
01/09/2017 19, 217.100006104, 88.0999984741, 151.32833328246662, 
01/09/2017 20, 184.699996948, 123.800003052, 145.75000025433334, 
01/09/2017 21, 167.399993896, 101.099998474, 139.4983325957667, 
01/09/2017 22, 115, 90.5999984741, 98.39500007630251, 
01/09/2017 23, 95.6999969482, 52.7999992371, 68.91666653950666, 
01/10/2017 00, 66.9000015259, 46.5, 55.93166669209499, 
01/10/2017 01, 102.599998474, 56.2999992371, 83.41499964396003, 
01/10/2017 02, 97.9000015259, 52.2000007629, 70.07333304087167, 
01/10/2017 03, 74.1999969482, 50.4000015259, 62.62833353678834, 
01/10/2017 04, 100, 69.5999984741, 85.47166709900502, 
01/10/2017 05, 100.900001526, 89.0999984741, 94.19090909091089, 
01/10/2017 06, 116, 92, 102.02333285011836, 
01/10/2017 07, 170.600006104, 100.900001526, 125.2116669973, 
01/10/2017 08, 219.899993896, 166.100006104, 196.83499959306664, 
01/10/2017 09, 205.100006104, 165.300003052, 183.35666656493328, 
01/10/2017 10, 209.199996948, 124.5, 149.21166648863334, 
01/10/2017 11, 161.800003052, 35.9000015259, 99.00000019074666, 
01/10/2017 12, 59.0999984741, 28.2000007629, 35.02833318709667, 
01/10/2017 13, 55.5, 30.7000007629, 38.100000305178, 
01/10/2017 14, 67.6999969482, 32.2000007629, 37.666666730248316, 
01/10/2017 15, 73.5, 34.4000015259, 45.730508642683034, 
01/10/2017 16, 106.900001526, 49, 61.26833349864001, 
01/10/2017 17, 78.1999969482, 51.7999992371, 61.248333040865006, 
01/10/2017 18, 78, 65.8000030518, 72.20400009155397, 
01/10/2017 19, 94.6999969482, 68.3000030518, 82.02833340962835, 
01/10/2017 20, 118.099998474, 89.5999984741, 103.28913000354349, 
01/10/2017 21, 122.400001526, 88.3000030518, 100.67000007630665, 
01/10/2017 22, 104, 66.5, 79.59000002542831, 
01/10/2017 23, 68.3000030518, 49, 58.45833314260335, 
01/11/2017 00, 76.5999984741, 41.5999984741, 57.98999996185, 
01/11/2017 01, 80.6999969482, 38.4000015259, 56.73333346049001, 
01/11/2017 02, 74.6999969482, 49.4000015259, 58.83999989827501, 
01/11/2017 03, 58.7999992371, 48.7000007629, 54.10754725618302, 
01/11/2017 04, 57.7000007629, 44.5999984741, 49.436666488638316, 
01/11/2017 05, 91.8000030518, 59.2000007629, 74.33090896606362, 
01/11/2017 06, 105, 82.0999984741, 94.94888899061334, 
01/11/2017 07, 150.5, 112.699996948, 131.73695638904348, 
01/11/2017 08, 231.899993896, 122.800003052, 163.42553256425535, 
01/11/2017 09, 234.800003052, 143.100006104, 188.3550003052, 
01/11/2017 10, 163.5, 127.400001526, 138.24833310443333, 
01/11/2017 11, 167.100006104, 40.0999984741, 99.08166643776165, 
01/11/2017 12, 359, -999, -622.4933333079033, 
01/11/2017 13, -999, -999, -999, 
01/11/2017 14, 255.399993896, -999, -608.6750003814867, 
01/11/2017 15, 78.5, 38.5999984741, 49.68275852861036, 
01/11/2017 16, 2168.60009766, -999, 358.9283322017299, 
01/11/2017 17, 179.600006104, -999, -922.1683331807333, 
01/11/2017 18, -999, -999, -999, 
01/11/2017 19, -999, -999, -999, 
01/11/2017 20, -999, -999, -999, 
01/11/2017 21, -999, -999, -999, 
01/11/2017 22, -999, -999, -999, 
01/11/2017 23, -999, -999, -999, 
01/12/2017 00, -999, -999, -999, 
01/12/2017 01, -999, -999, -999, 
01/12/2017 02, -999, -999, -999, 
01/12/2017 03, -999, -999, -999, 
01/12/2017 04, -999, -999, -999, 
01/12/2017 05, -999, -999, -999, 
01/12/2017 06, -999, -999, -999, 
01/12/2017 07, -999, -999, -999, 
01/12/2017 08, -999, -999, -999, 
01/12/2017 09, -999, -999, -999, 
01/12/2017 10, -999, -999, -999, 
01/12/2017 11, -999, -999, -999, 
01/12/2017 12, -999, -999, -999, 
01/12/2017 13, -999, -999, -999, 
01/12/2017 14, -999, -999, -999, 
01/12/2017 15, -999, -999, -999, 
01/12/2017 16, -999, -999, -999, 
01/12/2017 17, -999, -999, -999, 
01/12/2017 18, -999, -999, -999, 
01/12/2017 19, -999, -999, -999, 
01/12/2017 20, -999, -999, -999, 
01/12/2017 21, -999, -999, -999, 
01/12/2017 22, -999, -999, -999, 
01/12/2017 23, -999, -999, -999, 
01/13/2017 00, -999, -999, -999, 
01/13/2017 01, -999, -999, -999, 
01/13/2017 02, -999, -999, -999, 
01/13/2017 03, -999, -999, -999, 
01/13/2017 04, -999, -999, -999, 
01/13/2017 05, -999, -999, -999, 
01/13/2017 06, -999, -999, -999, 
01/13/2017 07, -999, -999, -999, 
01/13/2017 08, -999, -999, -999, 
01/13/2017 09, -999, -999, -999, 
01/13/2017 10, -999, -999, -999, 
01/13/2017 11, -999, -999, -999, 
01/13/2017 12, -999, -999, -999, 
01/13/2017 13, 99.6999969482, -999, -91.70000001861462, 
01/13/2017 14, 79.9000015259, 40.7999992371, 48.79137920511725, 
01/13/2017 15, 83.8000030518, 47.5999984741, 52.23500016530499, 
01/13/2017 16, 69.9000015259, 45.2999992371, 55.27999998728501, 
01/13/2017 17, 76.0999984741, 51.4000015259, 60.575000190735, 
01/13/2017 18, 93.4000015259, 59.5, 75.95666650136498, 
01/13/2017 19, 125.400001526, 90.1999969482, 107.45833295184833, 
01/13/2017 20, 132, 90.4000015259, 109.90333366397164, 
01/13/2017 21, 98.0999984741, 60.7000007629, 77.11666698456166, 
01/13/2017 22, 66.1999969482, 58, 60.948333485914986, 
01/13/2017 23, 63.2000007629, 55.9000015259, 60.029999860126686, 
01/14/2017 00, 64.6999969482, 52.5, 58.970000139875, 
01/14/2017 01, 90.5999984741, 59.0999984741, 71.04500013987499, 
01/14/2017 02, 98.3000030518, 85.4000015259, 93.98500022888497, 
01/14/2017 03, 97.9000015259, 71.4000015259, 81.22166671752998, 
01/14/2017 04, 98.4000015259, 87.8000030518, 92.75593217752713, 
01/14/2017 05, 111.900001526, 89, 101.82166722618666, 
01/14/2017 06, 159.800003052, 110.800003052, 132.6050004323667, 
01/14/2017 07, 174.899993896, 132.899993896, 148.71833267206665, 
01/14/2017 08, 224.399993896, 158.899993896, 193.8516660054, 
01/14/2017 09, 177.600006104, 139.199996948, 152.67333348593334, 
01/14/2017 10, 138.399993896, 91.4000015259, 109.9150000254183, 
01/14/2017 11, 104.699996948, 73.6999969482, 84.34499994913332, 
01/14/2017 12, 75.5, 52.5999984741, 62.938333511355005, 
01/14/2017 13, 62, 35.2000007629, 41.678333409625, 
01/14/2017 14, 51.0999984741, 35.9000015259, 39.60666669209333, 
01/14/2017 15, 64.6999969482, 36.9000015259, 41.26499977111834, 
01/14/2017 16, 56.0999984741, 41.2000007629, 46.86000016530834, 
01/14/2017 17, 88, 49.2000007629, 63.97166665394664, 
01/14/2017 18, 132.399993896, 66.1999969482, 93.788333002715, 
01/14/2017 19, 107.5, 80.6999969482, 89.88833338419333, 
01/14/2017 20, 99, 74.6999969482, 85.03833363851331, 
01/14/2017 21, 89, 72.0999984741, 77.25166664123499, 
01/14/2017 22, 83.3000030518, 72, 76.72166697184664, 
01/14/2017 23, 91.1999969482, 78.0999984741, 85.41000010172667, 
01/15/2017 00, 85.0999984741, 72.4000015259, 80.18999977111503, 
01/15/2017 01, 95, 84.6999969482, 89.50500055949666, 
01/15/2017 02, 87.3000030518, 75.4000015259, 81.4566670735733, 
01/15/2017 03, 86.4000015259, 77.3000030518, 80.99000027974833, 
01/15/2017 04, 84.5999984741, 73.5, 79.52166659037168, 
01/15/2017 05, 88.9000015259, 77.9000015259, 81.98500010172667, 
01/15/2017 06, 127.199996948, 90, 109.03333346051664, 
01/15/2017 07, 179.300003052, 111.800003052, 129.29833348593334, 
01/15/2017 08, 232.5, 160.600006104, 192.59333394373334, 
01/15/2017 09, 200.800003052, 156.899993896, 171.9899991352667, 
01/15/2017 10, 162.100006104, 73.5, 117.13333346051004, 
01/15/2017 11, 97, 68.0999984741, 75.44081645109388, 
01/15/2017 12, 100.400001526, 67.6999969482, 74.259999847412, 
01/15/2017 13, 84.6999969482, 43.9000015259, 60.878571237835715, 
01/15/2017 14, 68.1999969482, 38.4000015259, 45.64814821879073, 
01/15/2017 15, 93.9000015259, 37.0999984741, 43.204444376637795, 
01/15/2017 16, 62, 45.4000015259, 53.386666679386664, 
01/15/2017 17, 66.8000030518, 50.5, 59.18909107555455, 
01/15/2017 18, 67.0999984741, 45.2000007629, 50.98333346048332, 
01/15/2017 19, 157.600006104, 69.6999969482, 82.49333343506665, 
01/15/2017 20, 125.300003052, 72.9000015259, 92.85666669209998, 
01/15/2017 21, 169.800003052, 102, 130.6250005086667, 
01/15/2017 22, 146.100006104, 116.400001526, 124.17499987283331, 
01/15/2017 23, 153.800003052, 121, 133.9150000254334, 
01/16/2017 00, 143.699996948, 100.699996948, 110.34166666666667, 
01/16/2017 01, 106.599998474, 83.5, 96.92333310444165, 
01/16/2017 02, 174, 79.3000030518, 86.65833307901669, 
01/16/2017 03, 89, 79.5, 83.59999974568333, 
01/16/2017 04, 94.1999969482, 82.3000030518, 86.93898346465083, 
01/16/2017 05, 115.099998474, 89.3000030518, 98.80499979653, 
01/16/2017 06, 126.099998474, 97.5999984741, 105.98833287554837, 
01/16/2017 07, 207.899993896, 108.099998474, 133.37499936416665, 
01/16/2017 08, 232, 139.300003052, 176.09000015260003, 
01/16/2017 09, 244, 188.800003052, 205.60847447281355, 
01/16/2017 10, 261.100006104, 164.100006104, 201.3767858232857, 
01/16/2017 11, 250.5, -999, 60.376000061039996, 
01/16/2017 12, 180.199996948, 78.9000015259, 125.3499998728333, 
01/16/2017 13, 74.5999984741, 25.7000007629, 40.49666684468165, 
01/16/2017 14, 47.9000015259, 27.8999996185, 34.524999968201655, 
01/16/2017 15, 73, 29.5, 39.320000108083335, 
01/16/2017 16, 106, 38, 50.451999969482, 
01/16/2017 17, 66.8000030518, 41, 49.97166678110332, 
01/16/2017 18, 109.300003052, 56.7000007629, 78.57166646321501, 
01/16/2017 19, 126.800003052, 77.5999984741, 98.08666687011835, 
01/16/2017 20, 151.600006104, 61.0999984741, 80.93999970754165, 
01/16/2017 21, 113.900001526, 67, 89.58166643778502, 
01/16/2017 22, 103.800003052, 63.2999992371, 80.32666670481998, 
01/16/2017 23, 103.5, 71, 82.79166704813832, 
01/17/2017 00, 98.9000015259, 72.6999969482, 89.40333379110332, 
01/17/2017 01, 95.5999984741, 64.8000030518, 79.22666664123503, 
01/17/2017 02, 84.4000015259, 69.8000030518, 78.21090947932002, 
01/17/2017 03, 86.4000015259, 70.8000030518, 75.13414652754876, 
01/17/2017 04, 75.0999984741, 63.5, 69.08333358764999, 
01/17/2017 05, 86.5, 67, 74.5116667429617, 
01/17/2017 06, 138, 92, 121.51500053409333, 
01/17/2017 07, 149.199996948, 117.699996948, 133.3049997965334, 
01/17/2017 08, 184.800003052, 142.199996948, 168.03499933873334, 
01/17/2017 09, 181.899993896, 130.5, 152.0433339437333, 
01/17/2017 10, 193.5, 117.599998474, 145.45333353680002, 
01/17/2017 11, 121, 89.3000030518, 110.1383333842, 
01/17/2017 12, 91.0999984741, 31.2999992371, 57.00166664123834, 
01/17/2017 13, 54.2000007629, 24.1000003815, 30.578333250675005, 
01/17/2017 14, 47.5999984741, 26.7000007629, 33.54999997398409, 
01/17/2017 15, 52.7999992371, 26, 32.24666662215834, 
01/17/2017 16, 43.7999992371, 28.8999996185, 33.37166659037501, 
01/17/2017 17, 67.8000030518, 32.0999984741, 52.150847548149166, 
01/17/2017 18, 79.4000015259, 52.2999992371, 64.22500012715167, 
01/17/2017 19, 96.1999969482, 56.5999984741, 74.30166683197332, 
01/17/2017 20, 99.5, 66.0999984741, 82.995000076295, 
01/17/2017 21, 96.5999984741, 66.0999984741, 75.35833333333332, 
01/17/2017 22, 107, 81.5999984741, 96.15166664124004, 
01/17/2017 23, 119.300003052, 80.3000030518, 97.14666709901995, 
01/18/2017 00, 127, 94.1999969482, 100.56166623432505, 
01/18/2017 01, 112.699996948, 76.8000030518, 95.58666648863833, 
01/18/2017 02, 91.3000030518, 76.0999984741, 83.78166656494001, 
01/18/2017 03, 109.5, 68.1999969482, 73.12666676839333, 
01/18/2017 04, 84.1999969482, 68.5, 74.28000030518, 
01/18/2017 05, 119.300003052, 79.3000030518, 90.758333841975, 
01/18/2017 06, 109.400001526, 77.5999984741, 93.29666684468998, 
01/18/2017 07, 136.899993896, 108.199996948, 124.93500022890001, 
01/18/2017 08, 260.399993896, 124.099998474, 170.93499908439992, 
01/18/2017 09, 233.399993896, 167.100006104, 182.46333465586665, 
01/18/2017 10, 228.5, 125.199996948, 155.61500066126663, 
01/18/2017 11, 164, 87.8000030518, 121.62500050866498, 
01/18/2017 12, 114, 66.6999969482, 78.72666664123501, 
01/18/2017 13, 141.600006104, 40.2000007629, 61.71333332062333, 
01/18/2017 14, 149.199996948, 34.4000015259, 47.741999893179994, 
01/18/2017 15, 80.3000030518, 33.5, 41.16326546182244, 
01/18/2017 16, 63.5999984741, 38.2999992371, 50.52166659037, 
01/18/2017 17, 59.7999992371, 41.7999992371, 51.82499987285001, 
01/18/2017 18, 106.199996948, 54.4000015259, 75.33333326974667, 
01/18/2017 19, 114.800003052, 69.0999984741, 87.50000025432001, 
01/18/2017 20, 182.399993896, 109.5, 135.09333318073334, 
01/18/2017 21, 177.100006104, 117.300003052, 141.74666748053335, 
01/18/2017 22, 124.5, 100.300003052, 110.83666661580004, 
01/18/2017 23, 118.099998474, 94.4000015259, 105.20166689555164, 
01/19/2017 00, 108.699996948, 77.6999969482, 87.88666648864333, 
