datetime, Max, Min, Average
01/07/2017 18, 77.9000015259, 39.9000015259, 49.015217656680456, 
01/07/2017 19, 67.8000030518, 43, 51.76545444834908, 
01/07/2017 20, 55.0999984741, 36, 41.29833342234166, 
01/07/2017 21, 66.4000015259, 39.4000015259, 46.888333511353316, 
01/07/2017 22, 60.2000007629, 48, 53.01500034332663, 
01/07/2017 23, 62.7999992371, 46.5, 55.98333320617668, 
01/08/2017 00, 49.0999984741, 38.7000007629, 43.45166625976165, 
01/08/2017 01, 61, 42.0999984741, 51.37333310445167, 
01/08/2017 02, 62.2999992371, 58.7999992371, 60.45499992371169, 
01/08/2017 03, 63.2999992371, 50.4000015259, 56.613333257035, 
01/08/2017 04, 78.0999984741, 53, 68.44333305357833, 
01/08/2017 05, 103, 78.9000015259, 88.06666679381834, 
01/08/2017 06, 115.099998474, 95.9000015259, 101.44000027975999, 
01/08/2017 07, 134.899993896, 104.099998474, 117.81833330789996, 
01/08/2017 08, 173.800003052, 132.800003052, 156.52833353679998, 
01/08/2017 09, 151, 124.199996948, 132.07833264663336, 
01/08/2017 10, 128.600006104, 88.8000030518, 107.60166689555165, 
01/08/2017 11, 94.9000015259, 71, 78.96666742961666, 
01/08/2017 12, 73.6999969482, 26.7999992371, 52.218332990006665, 
01/08/2017 13, 42.9000015259, 23.7000007629, 26.070000012716665, 
01/08/2017 14, 67.5999984741, 24.2999992371, 26.51833337148166, 
01/08/2017 15, 28.5, 25.1000003815, 26.611428560537146, 
01/08/2017 16, 38, 24.6000003815, 29.711666679385004, 
01/08/2017 17, 52.9000015259, 37, 45.10333334605334, 
01/08/2017 18, 72.8000030518, 45, 57.763333447769995, 
01/08/2017 19, 69.6999969482, 54.2999992371, 60.25666662851666, 
01/08/2017 20, 58.9000015259, 45.5999984741, 54.58499978383335, 
01/08/2017 21, 54.5999984741, 44.9000015259, 49.78166669210334, 
01/08/2017 22, 73.1999969482, 41.2000007629, 50.808333333331674, 
01/08/2017 23, 82.3000030518, 40.2000007629, 53.143333625793346, 
01/09/2017 00, 90.0999984741, 74.9000015259, 82.68809509277142, 
01/09/2017 01, 77.0999984741, 71.3000030518, 74.38666674296168, 
01/09/2017 02, 80.0999984741, 71, 73.82166697184668, 
01/09/2017 03, 76.5999984741, 64.4000015259, 69.51999994913668, 
01/09/2017 04, 79.4000015259, 69.9000015259, 73.70000012715832, 
01/09/2017 05, 79.3000030518, 69.6999969482, 73.62333323160667, 
01/09/2017 06, 109, 75.3000030518, 91.82833315531666, 
01/09/2017 07, 134.5, 103.300003052, 117.76666666666664, 
01/09/2017 08, 160.399993896, 137.600006104, 152.14833221426662, 
01/09/2017 09, 176.300003052, 129.5, 139.26333414720003, 
01/09/2017 10, 149.100006104, 131.100006104, 140.63666687013335, 
01/09/2017 11, 137.100006104, 90.9000015259, 113.26333376570332, 
01/09/2017 12, 92.0999984741, 37.5, 65.25166689555, 
01/09/2017 13, 38.5, 23.5, 27.528333473204995, 
01/09/2017 14, 33.7999992371, 22.5, 25.80666669209833, 
01/09/2017 15, 33.4000015259, 25.8999996185, 28.201666577661676, 
01/09/2017 16, 42, 28.2999992371, 35.524999904628324, 
01/09/2017 17, 60.2999992371, 41.5, 50.40999997456666, 
01/09/2017 18, 81.8000030518, 56.0999984741, 67.87192977102283, 
01/09/2017 19, 128.600006104, 68.4000015259, 110.99833361309831, 
01/09/2017 20, 132.899993896, 98.9000015259, 112.24666671753333, 
01/09/2017 21, 129.199996948, 86.0999984741, 114.29833310443335, 
01/09/2017 22, 96.8000030518, 78, 84.36750087739252, 
01/09/2017 23, 82, 46.0999984741, 60.03499978383168, 
01/10/2017 00, 58.7999992371, 42.5999984741, 49.286666552216666, 
01/10/2017 01, 91.3000030518, 49.5, 75.73448266653794, 
01/10/2017 02, 85, 46.5999984741, 63.52833334605338, 
01/10/2017 03, 64.6999969482, 46.2000007629, 55.22499999999668, 
01/10/2017 04, 88.5999984741, 62.9000015259, 75.38500003814833, 
01/10/2017 05, 87.5999984741, 80.1999969482, 82.70909063165455, 
01/10/2017 06, 92.6999969482, 79, 84.65833346049162, 
01/10/2017 07, 145.800003052, 86.1999969482, 105.89499994914998, 
01/10/2017 08, 175, 139.899993896, 159.4283325194666, 
01/10/2017 09, 166.300003052, 140.899993896, 149.31333363853335, 
01/10/2017 10, 139.5, 104.199996948, 120.77499961849999, 
01/10/2017 11, 124.900001526, 32.5, 80.09333337148837, 
01/10/2017 12, 33.9000015259, 24.5, 28.166666571306678, 
01/10/2017 13, 34.2000007629, 26.5, 29.537999954221995, 
01/10/2017 14, 44.2999992371, 25.7000007629, 27.853333282466664, 
01/10/2017 15, 37.9000015259, 27.7000007629, 32.481355958066096, 
01/10/2017 16, 51.7000007629, 35, 42.276666577654986, 
01/10/2017 17, 56.0999984741, 42.2999992371, 50.293333244326654, 
01/10/2017 18, 65.0999984741, 56.0999984741, 62.83399978637401, 
01/10/2017 19, 78.9000015259, 60.5999984741, 69.60666739146835, 
01/10/2017 20, 95.5, 76.4000015259, 86.29130388342175, 
01/10/2017 21, 98.1999969482, 77.5999984741, 85.63499946593501, 
01/10/2017 22, 91.4000015259, 62.4000015259, 71.62999998728333, 
01/10/2017 23, 63.5, 45.5, 54.32666683196833, 
01/11/2017 00, 67.4000015259, 39.5, 53.05499979655, 
01/11/2017 01, 72.5, 36.4000015259, 52.576666704813334, 
01/11/2017 02, 69.6999969482, 45.9000015259, 54.48833312988001, 
01/11/2017 03, 53.5999984741, 46.5999984741, 50.20377357051132, 
01/11/2017 04, 52.2999992371, 41.5999984741, 45.123333422349994, 
01/11/2017 05, 74.8000030518, 53.7000007629, 65.12181826505274, 
01/11/2017 06, 89.3000030518, 71.5, 82.09111124674668, 
01/11/2017 07, 122.099998474, 93, 107.8555557251089, 
01/11/2017 08, 179.600006104, 101.099998474, 134.4191480595319, 
01/11/2017 09, 180, 128, 158.0499997456667, 
01/11/2017 10, 127.300003052, 112.199996948, 116.7083335876667, 
01/11/2017 11, 117.099998474, 31.6000003815, 79.26666669845002, 
01/11/2017 12, 51.4000015259, -999, -634.9233333587633, 
01/11/2017 13, -999, -999, -999, 
01/11/2017 14, 64.5999984741, -999, -619.2216668128968, 
01/11/2017 15, 38.5, 29.6000003815, 33.15862060415344, 
01/11/2017 16, 457.799987793, -999, 82.19166647591996, 
01/11/2017 17, 60.2999992371, -999, -928.5216666539517, 
01/11/2017 18, -999, -999, -999, 
01/11/2017 19, -999, -999, -999, 
01/11/2017 20, -999, -999, -999, 
01/11/2017 21, -999, -999, -999, 
01/11/2017 22, -999, -999, -999, 
01/11/2017 23, -999, -999, -999, 
01/12/2017 00, -999, -999, -999, 
01/12/2017 01, -999, -999, -999, 
01/12/2017 02, -999, -999, -999, 
01/12/2017 03, -999, -999, -999, 
01/12/2017 04, -999, -999, -999, 
01/12/2017 05, -999, -999, -999, 
01/12/2017 06, -999, -999, -999, 
01/12/2017 07, -999, -999, -999, 
01/12/2017 08, -999, -999, -999, 
01/12/2017 09, -999, -999, -999, 
01/12/2017 10, -999, -999, -999, 
01/12/2017 11, -999, -999, -999, 
01/12/2017 12, -999, -999, -999, 
01/12/2017 13, -999, -999, -999, 
01/12/2017 14, -999, -999, -999, 
01/12/2017 15, -999, -999, -999, 
01/12/2017 16, -999, -999, -999, 
01/12/2017 17, -999, -999, -999, 
01/12/2017 18, -999, -999, -999, 
01/12/2017 19, -999, -999, -999, 
01/12/2017 20, -999, -999, -999, 
01/12/2017 21, -999, -999, -999, 
01/12/2017 22, -999, -999, -999, 
01/12/2017 23, -999, -999, -999, 
01/13/2017 00, -999, -999, -999, 
01/13/2017 01, -999, -999, -999, 
01/13/2017 02, -999, -999, -999, 
01/13/2017 03, -999, -999, -999, 
01/13/2017 04, -999, -999, -999, 
01/13/2017 05, -999, -999, -999, 
01/13/2017 06, -999, -999, -999, 
01/13/2017 07, -999, -999, -999, 
01/13/2017 08, -999, -999, -999, 
01/13/2017 09, -999, -999, -999, 
01/13/2017 10, -999, -999, -999, 
01/13/2017 11, -999, -999, -999, 
01/13/2017 12, -999, -999, -999, 
01/13/2017 13, 54.7999992371, -999, -104.66097557253903, 
01/13/2017 14, 59, 35.5, 39.14655172413621, 
01/13/2017 15, 60.5, 39.7000007629, 41.36666647593334, 
01/13/2017 16, 45.7000007629, 37.4000015259, 41.926666959126656, 
01/13/2017 17, 55.5, 41.5999984741, 46.01666647593336, 
01/13/2017 18, 76.4000015259, 48, 60.59166666667167, 
01/13/2017 19, 97.3000030518, 74.5, 86.53000005086334, 
01/13/2017 20, 109.800003052, 79.5, 91.35500030518165, 
01/13/2017 21, 81.6999969482, 56.4000015259, 69.16000022888498, 
01/13/2017 22, 58.2000007629, 53.5999984741, 55.79833335876, 
01/13/2017 23, 57.7999992371, 53.7000007629, 55.718333435054994, 
01/14/2017 00, 58.0999984741, 49.2000007629, 53.945000012715, 
01/14/2017 01, 81.5999984741, 55, 64.85833339691168, 
01/14/2017 02, 88.5999984741, 79.6999969482, 86.039999771115, 
01/14/2017 03, 88.0999984741, 65.8000030518, 74.26999994913666, 
01/14/2017 04, 89.8000030518, 78.0999984741, 83.20000031035255, 
01/14/2017 05, 103.699996948, 78.9000015259, 92.27999992369335, 
01/14/2017 06, 128.399993896, 103.300003052, 117.21499977110001, 
01/14/2017 07, 157.100006104, 121, 133.39666659036666, 
01/14/2017 08, 191.800003052, 145.5, 172.83000055953335, 
01/14/2017 09, 149.199996948, 126.800003052, 138.1400002797667, 
01/14/2017 10, 127.199996948, 77.3000030518, 97.64666697186333, 
01/14/2017 11, 84.8000030518, 62.9000015259, 73.92666638691831, 
01/14/2017 12, 64.1999969482, 44.5, 53.92833340962332, 
01/14/2017 13, 43.5, 32.0999984741, 35.28833351135667, 
01/14/2017 14, 34.9000015259, 31.2999992371, 33.13833332061332, 
01/14/2017 15, 37.0999984741, 31.7999992371, 34.293333212538336, 
01/14/2017 16, 40.5, 35.2999992371, 37.97666638692167, 
01/14/2017 17, 65.3000030518, 41.0999984741, 50.44000015258667, 
01/14/2017 18, 107.699996948, 57.0999984741, 78.80333315530667, 
01/14/2017 19, 85.5, 69.5999984741, 75.279999923705, 
01/14/2017 20, 80.6999969482, 69.5999984741, 75.27499961852504, 
01/14/2017 21, 76.0999984741, 65.9000015259, 70.11833330790168, 
01/14/2017 22, 75, 67.3000030518, 70.57666702271003, 
01/14/2017 23, 81.8000030518, 71.9000015259, 77.496667099005, 
01/15/2017 00, 77.8000030518, 68.4000015259, 73.22166659037167, 
01/15/2017 01, 85.0999984741, 78.6999969482, 82.2183335622183, 
01/15/2017 02, 80, 72, 76.52499949136667, 
01/15/2017 03, 79.5, 72.8000030518, 75.92500012715831, 
01/15/2017 04, 77.5, 70.3000030518, 74.67499987284167, 
01/15/2017 05, 80.4000015259, 73.9000015259, 75.49500045776999, 
01/15/2017 06, 106, 81.6999969482, 97.33999977110169, 
01/15/2017 07, 158.699996948, 101.699996948, 116.71666742966666, 
01/15/2017 08, 183.800003052, 148.300003052, 168.61666615800002, 
01/15/2017 09, 171.699996948, 144.800003052, 153.22500076300003, 
01/15/2017 10, 141.399993896, 66.0999984741, 103.23499997456666, 
01/15/2017 11, 68.0999984741, 60.0999984741, 63.946938806651026, 
01/15/2017 12, 65.6999969482, 58, 60.48400001524998, 
01/15/2017 13, 63.7000007629, 35.5, 47.18214293887856, 
01/15/2017 14, 51.0999984741, 32.2000007629, 35.070370144314815, 
01/15/2017 15, 46.7000007629, 31.8999996185, 33.97555554706888, 
01/15/2017 16, 42.5, 35.7999992371, 39.981666755675, 
01/15/2017 17, 49, 40.2999992371, 45.64363611394181, 
01/15/2017 18, 57.2000007629, 40.9000015259, 44.40833320617501, 
01/15/2017 19, 105.699996948, 59, 66.22499949136669, 
01/15/2017 20, 91.1999969482, 61.7000007629, 77.61500040690834, 
01/15/2017 21, 133.899993896, 89.8000030518, 110.22166671752665, 
01/15/2017 22, 111.400001526, 99.0999984741, 103.67166671752334, 
01/15/2017 23, 135.100006104, 106.199996948, 114.28500035606666, 
01/16/2017 00, 127.900001526, 90.4000015259, 99.18500022889165, 
01/16/2017 01, 96.5, 77.0999984741, 89.05833333333331, 
01/16/2017 02, 136.199996948, 75.0999984741, 79.74499982197501, 
01/16/2017 03, 79.4000015259, 74.6999969482, 77.16666628519167, 
01/16/2017 04, 83.8000030518, 77.0999984741, 79.97796592065592, 
01/16/2017 05, 102.599998474, 82.6999969482, 90.05166702270998, 
01/16/2017 06, 103, 89.0999984741, 94.80666643778001, 
01/16/2017 07, 164.100006104, 98.1999969482, 116.46166661580502, 
01/16/2017 08, 183.899993896, 123.699996948, 151.46499989826674, 
01/16/2017 09, 197.199996948, 167.699996948, 179.50847509355933, 
01/16/2017 10, 181.199996948, 144.800003052, 170.72500010899998, 
01/16/2017 11, 186, -999, 38.687999877912006, 
01/16/2017 12, 166, 66.6999969482, 109.76833330790834, 
01/16/2017 13, 59.2000007629, 19.6000003815, 28.375000222518324, 
01/16/2017 14, 30.5, 20.8999996185, 23.871666558591674, 
01/16/2017 15, 36.0999984741, 22.5, 27.72000001272166, 
01/16/2017 16, 43, 29.2000007629, 32.87142862593062, 
01/16/2017 17, 45.9000015259, 33.5, 39.69333343505832, 
01/16/2017 18, 69.3000030518, 46.2999992371, 59.97500006358, 
01/16/2017 19, 92.3000030518, 61.5999984741, 76.4950000127167, 
01/16/2017 20, 78.1999969482, 53.4000015259, 66.25833346049166, 
01/16/2017 21, 92.5, 58.5999984741, 74.55333353678503, 
01/16/2017 22, 89.4000015259, 55.0999984741, 70.85833346049334, 
01/16/2017 23, 90.9000015259, 62.5, 72.85166657765498, 
01/17/2017 00, 85.9000015259, 64.8000030518, 77.90166676839334, 
01/17/2017 01, 82.5999984741, 57.9000015259, 69.31666736603665, 
01/17/2017 02, 74.4000015259, 60.4000015259, 69.83818179043816, 
01/17/2017 03, 74.4000015259, 64.4000015259, 68.46976737088839, 
01/17/2017 04, 68.3000030518, 60.4000015259, 63.834999783833354, 
01/17/2017 05, 79.1999969482, 63.5, 68.34500007629502, 
01/17/2017 06, 115.900001526, 85.4000015259, 107.86666653950502, 
01/17/2017 07, 129.199996948, 106.5, 118.5383331298667, 
01/17/2017 08, 159, 129, 146.42333297726663, 
01/17/2017 09, 155.199996948, 117.199996948, 134.28666648863333, 
01/17/2017 10, 142.199996948, 104.900001526, 125.30833346050001, 
01/17/2017 11, 106.800003052, 78.6999969482, 97.34999987285167, 
01/17/2017 12, 80.0999984741, 25.5, 46.423333485926676, 
01/17/2017 13, 26.7000007629, 19.5, 22.639999961854997, 
01/17/2017 14, 28.7000007629, 22.2999992371, 24.206818233834095, 
01/17/2017 15, 29.8999996185, 21, 23.201666577656667, 
01/17/2017 16, 28.7000007629, 24.7999992371, 26.796666749316667, 
01/17/2017 17, 47.2000007629, 26.2000007629, 38.276271399806774, 
01/17/2017 18, 56.9000015259, 44, 50.54499994913669, 
01/17/2017 19, 79.5999984741, 47.2999992371, 60.648333422341686, 
01/17/2017 20, 73.8000030518, 58.9000015259, 69.44166685740333, 
01/17/2017 21, 75.3000030518, 59, 66.086666615805, 
01/17/2017 22, 91.9000015259, 74.5999984741, 84.65166689555167, 
01/17/2017 23, 108, 72.5, 86.56500027974498, 
01/18/2017 00, 106.199996948, 83.3000030518, 87.96499977111169, 
01/18/2017 01, 100.800003052, 70.0999984741, 85.13166681925831, 
01/18/2017 02, 80.3000030518, 70.5999984741, 76.12833366394497, 
01/18/2017 03, 88.5, 62.4000015259, 65.95166651408, 
01/18/2017 04, 75.0999984741, 61.4000015259, 66.46000047164367, 
01/18/2017 05, 107.400001526, 72.4000015259, 83.59166666666998, 
01/18/2017 06, 97.1999969482, 71.4000015259, 83.43333320617499, 
01/18/2017 07, 118.699996948, 99, 111.36666641233334, 
01/18/2017 08, 163.899993896, 111.699996948, 146.3433333079, 
01/18/2017 09, 166.699996948, 145.800003052, 153.9466672262, 
01/18/2017 10, 152.800003052, 111.099998474, 131.1016667684, 
01/18/2017 11, 118.699996948, 73.8000030518, 101.16333351135498, 
01/18/2017 12, 73.9000015259, 53.9000015259, 62.198333295190004, 
01/18/2017 13, 54.7999992371, 30.2999992371, 42.07666651408335, 
01/18/2017 14, 66.5999984741, 27.1000003815, 30.741999931332003, 
01/18/2017 15, 43.2999992371, 25.6000003815, 28.37291665872083, 
01/18/2017 16, 51.7999992371, 30.2000007629, 41.386666806531665, 
01/18/2017 17, 49.5999984741, 36.7999992371, 43.44666665395167, 
01/18/2017 18, 72.9000015259, 46.7999992371, 59.80833352407167, 
01/18/2017 19, 92.8000030518, 58.4000015259, 71.83499997456497, 
01/18/2017 20, 126.300003052, 92.5999984741, 110.99833348593666, 
